Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
33 1000.00 1304.00 99.638534 49.0125 0.702359 14.9735 1.80738 0 6.85203 0.183224 9.28336 0 0 11.9808 1.81188 0.620926 0.101791 2.67028
65 4000.00 1216.00 100.005241 48.8327 0.699784 14.9186 1.64743 0 6.96487 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
55 10000.00 1279.40 99.972903 48.8485 0.70001 14.9234 1.3251 0 7.25763 0.182611 9.25231 0 0 11.9408 1.80582 0.61885 0.101451 3.04352
60 7000.00 1237.00 99.904929 48.8483 0.700486 14.9336 1.47588 0 7.1174 0.182583 9.21976 0 0 11.9486 1.80705 0.619271 0.10152 3.04559
56 10000.00 1279.30 99.972904 48.8485 0.70001 14.9234 1.32511 0 7.25762 0.182611 9.25231 0 0 11.9408 1.80582 0.61885 0.101451 3.04352
34 1000.00 1301.00 99.640710 49.0114 0.702344 14.9732 1.80825 0 6.85107 0.18322 9.28315 0 0 11.9806 1.81184 0.620913 0.101789 2.67232
57 10000.00 1279.20 99.972905 48.8485 0.70001 14.9234 1.32512 0 7.25761 0.182611 9.25231 0 0 11.9408 1.80582 0.61885 0.101451 3.04352
61 7000.00 1238.00 99.988016 48.8411 0.699904 14.9211 1.47577 0 7.12079 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
35 1000.00 1298.00 99.642898 49.0103 0.702328 14.9728 1.80914 0 6.85008 0.183216 9.28295 0 0 11.9803 1.8118 0.620899 0.101787 2.67436
62 7000.00 1237.90 99.988019 48.8411 0.699904 14.9211 1.4758 0 7.12076 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
63 7000.00 1237.80 99.988021 48.8411 0.699904 14.9211 1.47582 0 7.12074 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
36 1000.00 1295.00 99.645098 49.0092 0.702313 14.9725 1.81005 0 6.84907 0.183212 9.28275 0 0 11.98 1.81176 0.620885 0.101784 2.67641
61 10000.00 1278.80 99.972909 48.8485 0.70001 14.9234 1.32517 0 7.25757 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
67 4000.00 1216.00 99.931215 48.8391 0.700302 14.9296 1.64732 0 6.96234 0.182553 9.22137 0 0 11.9455 1.80658 0.619108 0.101493 3.04479
65 7000.00 1237.60 99.988027 48.8411 0.699904 14.9211 1.47588 0 7.12069 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
66 7000.00 1237.50 99.988030 48.8411 0.699904 14.9211 1.4759 0 7.12066 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.043062
64 10000.00 1278.50 99.972913 48.8485 0.70001 14.9234 1.3252 0 7.25754 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.043526
38 1000.00 1289.00 99.649536 49.007 0.702282 14.9718 1.81193 0 6.847 0.183204 9.28233 0 0 11.9795 1.81168 0.620858 0.10178 2.68055
65 10000.00 1278.40 99.972914 48.8485 0.70001 14.9234 1.32522 0 7.25753 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
68 4000.00 1217.00 100.005199 48.8328 0.699784 14.9186 1.64701 0 6.96525 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
69 7000.00 1237.20 99.988038 48.8411 0.699904 14.9211 1.47598 0 7.12059 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
66 10000.00 1278.30 99.972915 48.8485 0.70001 14.9234 1.32523 0 7.25752 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
39 1000.00 1286.00 99.651773 49.0059 0.702266 14.9715 1.81291 0 6.84593 0.1832 9.28212 0 0 11.9792 1.81164 0.620844 0.101778 2.6826354
70 7000.00 1237.10 99.988040 48.8411 0.699904 14.9211 1.47601 0 7.12056 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
67 10000.00 1278.20 99.972916 48.8485 0.70001 14.9234 1.32524 0 7.25751 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
70 4000.00 1216.80 100.005207 48.8328 0.699784 14.9186 1.6471 0 6.96517 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
71 7000.00 1237.00 99.988043 48.8411 0.699904 14.9211 1.47604 0 7.12054 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
68 10000.00 1278.10 99.972918 48.8485 0.70001 14.9234 1.32525 0 7.2575 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
71 4000.00 1216.70 100.005212 48.8328 0.699784 14.9186 1.64714 0 6.96513 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
72 7000.00 1236.90 99.988046 48.8411 0.699904 14.9211 1.47607 0 7.12052 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
69 10000.00 1278.00 99.972919 48.8485 0.70001 14.9234 1.32526 0 7.25749 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
72 4000.00 1216.60 100.005216 48.8327 0.699784 14.9186 1.64718 0 6.96509 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
73 7000.00 1236.80 99.988049 48.8411 0.699904 14.9211 1.47609 0 7.12049 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
70 10000.00 1277.90 99.972920 48.8485 0.70001 14.9234 1.32527 0 7.25748 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
73 4000.00 1216.50 100.005220 48.8327 0.699784 14.9186 1.64722 0 6.96506 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
41 1000.00 1280.00 99.656285 49.0037 0.702234 14.9708 1.81493 0 6.84373 0.183192 9.2817 0 0 11.9787 1.81156 0.620816 0.101773 2.686836
71 10000.00 1277.80 99.972921 48.8485 0.70001 14.9234 1.32529 0 7.25747 0.182611 9.25231 0 0 11.9408 1.80582 0.618849 0.101451 3.04352
74 4000.00 1216.40 100.005224 48.8327 0.699784 14.9186 1.64726 0 6.96502 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
75 7000.00 1236.60 99.988054 48.8411 0.699904 14.9211 1.47615 0 7.12044 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
75 4000.00 1216.30 100.005229 48.8327 0.699784 14.9186 1.64731 0 6.96498 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
76 7000.00 1236.50 99.988057 48.8411 0.699904 14.9211 1.47617 0 7.12042 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
76 4000.00 1216.20 100.005233 48.8327 0.699784 14.9186 1.64735 0 6.96494 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
72 10000.00 1277.70 99.688735 48.8294 0.701809 14.9591 1.32632 0 7.25694 0.183132 9.18943 0 0 11.9684 1.8109 0.620614 0.10174 3.0522
77 7000.00 1236.40 99.988059 48.8411 0.699904 14.9211 1.4762 0 7.12039 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
77 4000.00 1216.10 100.005237 48.8327 0.699784 14.9186 1.64739 0 6.9649 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
43 1000.00 1274.00 99.660848 49.0015 0.702202 14.9701 1.81704 0 6.84144 0.183183 9.28128 0 0 11.9781 1.81148 0.620787 0.101768 2.69106
78 7000.00 1236.30 99.988062 48.8411 0.699904 14.9211 1.47623 0 7.12037 0.182584 9.2509 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
78 4000.00 1216.00 100.005241 48.8327 0.699784 14.9186 1.64743 0 6.96487 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
73 10000.00 1277.80 99.705432 48.8305 0.701703 14.957 1.32625 0 7.25699 0.183101 9.19313 0 0 11.9668 1.8106 0.62051 0.101723 3.05169
79 7000.00 1236.20 99.988065 48.8411 0.699904 14.9211 1.47626 0 7.12034 0.182584 9.2509 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
79 4000.00 1215.90 100.005245 48.8327 0.699784 14.9186 1.64747 0 6.96483 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
80 7000.00 1236.10 99.988068 48.8411 0.699904 14.9211 1.47628 0 7.12032 0.182584 9.2509 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
80 4000.00 1215.80 100.005250 48.8327 0.699784 14.9186 1.64752 0 6.96479 0.182552 9.24932 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
44 1000.00 1271.00 99.663149 49.0004 0.702186 14.9698 1.81813 0 6.84027 0.183179 9.28106 0 0 11.9779 1.81144 0.620773 0.101766 2.6932
74 10000.00 1277.90 99.722133 48.8317 0.701597 14.9549 1.32618 0 7.25703 0.183071 9.19682 0 0 11.9651 1.81031 0.620406 0.101706 3.05118
81 4000.00 1215.70 100.005254 48.8327 0.699784 14.9186 1.64756 0 6.96475 0.182552 9.24931 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
81 7000.00 1236.00 99.810914 48.8564 0.701146 14.9476 1.47597 0 7.11355 0.182582 9.18451 0 0 11.9595 1.80875 0.619854 0.101615 3.04846
82 4000.00 1215.60 100.005258 48.8327 0.699784 14.9186 1.6476 0 6.96471 0.182552 9.24931 0 0 11.9369 1.80524 0.618649 0.101418 3.04254
45 1000.00 1268.00 99.665462 48.9992 0.702169 14.9694 1.81924 0 6.83907 0.183175 9.28085 0 0 11.9776 1.81139 0.620759 0.101764 2.69534
75 10000.00 1278.00 99.738836 48.8328 0.701491 14.9528 1.32611 0 7.25708 0.18304 9.20052 0 0 11.9635 1.81001 0.620302 0.101689 3.05066
82 7000.00 1236.10 99.820303 48.8556 0.70108 14.9462 1.47596 0 7.11394 0.182582 9.18803 0 0 11.9584 1.80858 0.619796 0.101606 3.04818
46 1000.00 1265.00 99.667789 48.9981 0.702153 14.9691 1.82038 0 6.83785 0.18317 9.28063 0 0 11.9773 1.81135 0.620744 0.101761 2.69749
76 10000.00 1278.10 99.755542 48.8339 0.701386 14.9507 1.32604 0 7.25712 0.183009 9.20422 0 0 11.9619 1.80971 0.620198 0.101672 3.05015
83 4000.00 1215.50 99.884524 48.843 0.70063 14.9366 1.64746 0 6.96054 0.182553 9.20373 0 0 11.9509 1.80742 0.619397 0.101541 3.04622
83 7000.00 1236.20 99.829695 48.8548 0.701014 14.9448 1.47595 0 7.11432 0.182583 9.19156 0 0 11.9573 1.80841 0.619737 0.101596 3.04789
47 1000.00 1262.00 99.670129 48.9969 0.702137 14.9687 1.82154 0 6.8366 0.183166 9.28041 0 0 11.977 1.81131 0.620729 0.101759 2.69966
77 10000.00 1278.20 99.772251 48.835 0.70128 14.9486 1.32596 0 7.25717 0.182979 9.20791 0 0 11.9603 1.80941 0.620094 0.101655 3.04964
84 4000.00 1215.60 99.893856 48.8422 0.700564 14.9352 1.64743 0 6.9609 0.182553 9.20726 0 0 11.9498 1.80725 0.619339 0.101531 3.04593
48 1000.00 1259.00 99.672482 48.9958 0.70212 14.9684 1.82272 0 6.83534 0.183162 9.28019 0 0 11.9767 1.81127 0.620715 0.101757 2.70183
78 10000.00 1278.30 99.788964 48.8362 0.701174 14.9465 1.32589 0 7.25721 0.182948 9.21161 0 0 11.9586 1.80911 0.61999 0.101638 3.04913
49 1000.00 1256.00 99.674848 48.9946 0.702103 14.968 1.82393 0 6.83405 0.183157 9.27997 0 0 11.9765 1.81122 0.6207 0.101754 2.70402
85 7000.00 1236.40 99.848486 48.8532 0.700882 14.942 1.47594 0 7.1151 0.182583 9.1986 0 0 11.9552 1.80807 0.619621 0.101577 3.04731
85 4000.00 1215.70 99.903192 48.8414 0.700499 14.9338 1.6474 0 6.96126 0.182553 9.21078 0 0 11.9487 1.80708 0.619281 0.101522 3.04565
79 10000.00 1278.40 99.805679 48.8373 0.701068 14.9444 1.32582 0 7.25725 0.182917 9.21531 0 0 11.957 1.80881 0.619886 0.101621 3.04862
50 1000.00 1253.00 99.677227 48.9934 0.702087 14.9677 1.82516 0 6.83274 0.183153 9.27975 0 0 11.9762 1.81118 0.620685 0.101752 2.70621
86 4000.00 1215.80 99.912530 48.8406 0.700433 14.9324 1.64737 0 6.96162 0.182553 9.21431 0 0 11.9476 1.80691 0.619223 0.101512 3.04536
86 7000.00 1236.50 99.857886 48.8523 0.700816 14.9406 1.47593 0 7.11548 0.182583 9.20213 0 0 11.9541 1.8079 0.619562 0.101568 3.04703
51 1000.00 1250.00 99.679620 48.9923 0.70207 14.9673 1.82642 0 6.8314 0.183149 9.27953 0 0 11.9759 1.81114 0.62067 0.101749 2.70842
80 10000.00 1278.50 99.822397 48.8384 0.700962 14.9423 1.32575 0 7.25729 0.182887 9.21901 0 0 11.9554 1.80851 0.619783 0.101604 3.04811
87 4000.00 1215.90 99.921871 48.8399 0.700368 14.931 1.64735 0 6.96198 0.182553 9.21784 0 0 11.9465 1.80675 0.619166 0.101503 3.04508
87 7000.00 1236.60 99.867289 48.8515 0.70075 14.9392 1.47592 0 7.11587 0.182583 9.20565 0 0 11.953 1.80773 0.619504 0.101558 3.04674
52 1000.00 1247.00 99.682026 48.9911 0.702053 14.967 1.8277 0 6.83005 0.183144 9.27931 0 0 11.9756 1.81109 0.620655 0.101747 2.71063
81 10000.00 1278.60 99.839118 48.8395 0.700856 14.9402 1.32568 0 7.25733 0.182856 9.22271 0 0 11.9538 1.80821 0.619679 0.101587 3.0476
88 7000.00 1236.70 99.876695 48.8507 0.700684 14.9378 1.47591 0 7.11625 0.182583 9.20918 0 0 11.9519 1.80756 0.619446 0.101548 3.04645
53 1000.00 1244.00 99.684446 48.9899 0.702036 14.9666 1.82901 0 6.82866 0.18314 9.27908 0 0 11.9753 1.81105 0.62064 0.101744 2.71286
89 7000.00 1236.80 99.886103 48.8499 0.700618 14.9364 1.4759 0 7.11664 0.182583 9.21271 0 0 11.9508 1.80739 0.619387 0.101539 3.04617
89 4000.00 1216.10 99.940561 48.8383 0.700237 14.9282 1.64729 0 6.9627 0.182553 9.2249 0 0 11.9444 1.80641 0.61905 0.101484 3.04451
82 10000.00 1278.70 99.855843 48.8407 0.70075 14.9381 1.32561 0 7.25737 0.182825 9.22641 0 0 11.9521 1.80791 0.619575 0.10157 3.04709
54 1000.00 1241.00 99.686880 48.9887 0.702019 14.9662 1.83034 0 6.82726 0.183135 9.27885 0 0 11.975 1.811 0.620625 0.101742 2.7151
90 7000.00 1236.90 99.895515 48.8491 0.700552 14.935 1.47589 0 7.11702 0.182583 9.21623 0 0 11.9497 1.80722 0.619329 0.101529 3.04588
90 4000.00 1216.20 99.949911 48.8375 0.700171 14.9268 1.64726 0 6.96306 0.182553 9.22843 0 0 11.9433 1.80624 0.618992 0.101474 3.04422
55 1000.00 1238.00 99.689327 48.9875 0.702001 14.9659 1.8317 0 6.82583 0.183131 9.27863 0 0 11.9747 1.81096 0.62061 0.101739 2.71734
83 10000.00 1278.80 99.872570 48.8418 0.700644 14.936 1.32553 0 7.25741 0.182795 9.23011 0 0 11.9505 1.80761 0.619471 0.101553 3.04658
91 7000.00 1237.00 99.904929 48.8483 0.700486 14.9336 1.47588 0 7.1174 0.182583 9.21976 0 0 11.9486 1.80705 0.619271 0.10152 3.04559
56 1000.00 1235.00 99.691789 48.9863 0.701984 14.9655 1.83308 0 6.82437 0.183126 9.2784 0 0 11.9744 1.81092 0.620595 0.101737 2.719694
92 7000.00 1237.10 99.914346 48.8475 0.70042 14.9322 1.47587 0 7.11779 0.182583 9.22329 0 0 11.9475 1.80688 0.619212 0.10151 3.04531
84 10000.00 1278.90 99.889301 48.8429 0.700538 14.9339 1.32546 0 7.25745 0.182764 9.23381 0 0 11.9489 1.80731 0.619367 0.101536 3.04607
92 4000.00 1216.40 99.968618 48.8359 0.70004 14.924 1.64721 0 6.96378 0.182553 9.2355 0 0 11.9411 1.8059 0.618876 0.101455 3.04365
57 1000.00 1232.00 99.694264 48.9851 0.701967 14.9651 1.83449 0 6.8229 0.183122 9.27817 0 0 11.9741 1.81087 0.620579 0.101734 2.72187
93 7000.00 1237.20 99.923765 48.8467 0.700354 14.9307 1.47587 0 7.11817 0.182584 9.22682 0 0 11.9464 1.80671 0.619154 0.101501 3.04502
85 10000.00 1279.00 99.906034 48.844 0.700433 14.9318 1.32539 0 7.25749 0.182734 9.23751 0 0 11.9473 1.80702 0.619264 0.101519 3.04556
58 1000.00 1229.00 99.696753 48.9838 0.701949 14.9647 1.83593 0 6.82139 0.183117 9.27794 0 0 11.9738 1.81083 0.620564 0.101732 2.72415
93 4000.00 1216.50 99.977976 48.8351 0.699975 14.9226 1.64718 0 6.96413 0.182553 9.23903 0 0 11.94 1.80573 0.618818 0.101446 3.04337
94 7000.00 1237.30 99.933188 48.8459 0.700288 14.9293 1.47586 0 7.11855 0.182584 9.23036 0 0 11.9453 1.80654 0.619095 0.101491 3.04473
59 1000.00 1226.00 99.699256 48.9826 0.701931 14.9644 1.83739 0 6.81986 0.183113 9.2777 0 0 11.9735 1.81078 0.620548 0.101729 2.72644
86 10000.00 1279.10 99.922771 48.8452 0.700327 14.9297 1.32532 0 7.25753 0.182703 9.24122 0 0 11.9456 1.80672 0.61916 0.101502 3.04505
94 4000.00 1216.60 99.987337 48.8343 0.699909 14.9212 1.64715 0 6.96449 0.182553 9.24257 0 0 11.939 1.80556 0.61876 0.101436 3.04308
60 1000.00 1223.00 99.701774 48.9814 0.701914 14.964 1.83888 0 6.81831 0.183108 9.27747 0 0 11.9732 1.81073 0.620532 0.101727 2.72875
95 7000.00 1237.40 99.942614 48.845 0.700222 14.9279 1.47585 0 7.11893 0.182584 9.23389 0 0 11.9442 1.80637 0.619037 0.101481 3.04444
87 10000.00 1279.20 99.939511 48.8463 0.700221 14.9276 1.32525 0 7.25756 0.182672 9.24492 0 0 11.944 1.80642 0.619056 0.101485 3.04454
61 1000.00 1220.00 99.704306 48.9801 0.701896 14.9636 1.84039 0 6.81673 0.183103 9.27723 0 0 11.9729 1.81069 0.620517 0.101724 2.73106
96 7000.00 1237.50 99.952042 48.8442 0.700156 14.9265 1.47584 0 7.11931 0.182584 9.23742 0 0 11.9431 1.8062 0.618979 0.101472 3.04416
95 4000.00 1216.70 99.996700 48.8335 0.699844 14.9199 1.64713 0 6.96484 0.182552 9.24611 0 0 11.9379 1.80539 0.618702 0.101427 3.0428
88 10000.00 1279.30 99.956253 48.8474 0.700115 14.9255 1.32517 0 7.2576 0.182642 9.24862 0 0 11.9424 1.80612 0.618953 0.101468 3.04403
62 1000.00 1217.00 99.706852 48.9789 0.701878 14.9632 1.84194 0 6.81513 0.183099 9.277 0 0 11.9726 1.81064 0.620501 0.101721 2.73338
97 7000.00 1237.60 99.961473 48.8434 0.70009 14.9251 1.47583 0 7.11969 0.182584 9.24096 0 0 11.942 1.80603 0.61892 0.101462 3.04387
96 4000.00 1216.80 100.005207 48.8328 0.699784 14.9186 1.6471 0 6.96517 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
97 4000.00 1216.80 100.005207 48.8328 0.699784 14.9186 1.6471 0 6.96517 0.182552 9.24932 0 0 11.9369 1.80524 0.61865 0.101418 3.04254
63 1000.00 1214.00 99.709413 48.9776 0.70186 14.9628 1.84351 0 6.8135 0.183094 9.27676 0 0 11.9723 1.8106 0.620485 0.101719 2.73572
89 10000.00 1279.40 99.972903 48.8485 0.70001 14.9234 1.3251 0 7.25763 0.182611 9.25231 0 0 11.9408 1.80582 0.61885 0.101451 3.04352
98 7000.00 1237.70 99.970907 48.8426 0.700024 14.9237 1.47582 0 7.12007 0.182584 9.2445 0 0 11.9409 1.80586 0.618862 0.101453 3.04358
90 10000.00 1279.40 99.972903 48.8485 0.70001 14.9234 1.3251 0 7.25763 0.182611 9.25231 0 0 11.9408 1.80582 0.61885 0.101451 3.04352
64 1000.00 1211.00 99.711988 48.9764 0.701842 14.9625 1.8451 0 6.81184 0.183089 9.27652 0 0 11.972 1.81055 0.620469 0.101716 2.73807
98 4000.00 1214.80 99.818867 48.8487 0.70109 14.9464 1.64764 0 6.95798 0.182553 9.17892 0 0 11.9585 1.80861 0.619805 0.101607 3.04822
99 7000.00 1237.80 99.980344 48.8418 0.699958 14.9223 1.47581 0 7.12045 0.182584 9.24803 0 0 11.9398 1.80569 0.618803 0.101443 3.0433
91 10000.00 1277.40 99.639127 48.8261 0.702125 14.9654 1.32653 0 7.2568 0.183223 9.17845 0 0 11.9732 1.81179 0.620923 0.101791 3.05372
66 1000.00 1205.00 99.717182 48.9738 0.701805 14.9617 1.84838 0 6.80845 0.18308 9.27603 0 0 11.9714 1.81045 0.620437 0.101711 2.7428
99 4000.00 1212.79 99.633075 48.8646 0.702398 14.9743 1.64818 0 6.95066 0.182552 9.10857 0 0 11.9801 1.81198 0.62096 0.101797 3.053906
101 7000.00 1237.90 99.988019 48.8411 0.699904 14.9211 1.4758 0 7.12076 0.182584 9.25091 0 0 11.9389 1.80555 0.618756 0.101435 3.04306
92 10000.00 1275.41 99.307392 48.8037 0.70424 15.0073 1.32794 0 7.25582 0.183835 9.10479 0 0 12.0056 1.81777 0.622997 0.102131 3.06392
67 1000.00 1202.00 99.719802 48.9725 0.701787 14.9613 1.85006 0 6.80671 0.183075 9.27579 0 0 11.9711 1.81041 0.62042 0.101708 2.74518
100 4000.00 1210.79 99.448677 48.8805 0.7037 15.0021 1.6487 0 6.94325 0.182549 9.03861 0 0 12.0016 1.81534 0.622112 0.101986 3.05957
93 10000.00 1273.41 98.977753 48.7813 0.706355 15.0493 1.32933 0 7.2547 0.184447 9.03134 0 0 12.0378 1.82374 0.625072 0.102471 3.07412
102 7000.00 1235.90 99.801577 48.8572 0.701212 14.949 1.47598 0 7.11316 0.182582 9.18101 0 0 11.9606 1.80892 0.619912 0.101625 3.04875
101 4000.00 1208.78 99.265662 48.8964 0.704998 15.0297 1.64921 0 6.93575 0.182544 8.96902 0 0 12.023 1.81869 0.623259 0.102174 3.06521
69 1000.00 1196.00 99.725085 48.9699 0.70175 14.9605 1.85351 0 6.80316 0.183065 9.2753 0 0 11.9704 1.81031 0.620387 0.101703 2.74997
103 7000.00 1233.90 99.614776 48.8734 0.702527 14.9771 1.47615 0 7.1054 0.182579 9.11083 0 0 11.9824 1.81232 0.621074 0.101815 3.05446
94 10000.00 1271.41 98.650165 48.7591 0.708472 15.0912 1.33071 0 7.25343 0.18506 8.95809 0 0 12.0699 1.82972 0.627147 0.102811 3.08433
102 4000.00 1206.78 99.084017 48.9122 0.70629 15.0573 1.64971 0 6.92815 0.182538 8.89981 0 0 12.0444 1.82202 0.624401 0.102361 3.07083
104 7000.00 1231.90 99.429369 48.8895 0.703837 15.005 1.4763 0 7.09754 0.182574 9.04102 0 0 12.0041 1.81569 0.622232 0.102005 3.06016
70 1000.00 1193.00 99.415967 48.9966 0.703932 15.007 1.855 0 6.79183 0.18304 9.15724 0 0 12.0064 1.81594 0.622316 0.102019 2.75877
103 4000.00 1204.77 98.903727 48.928 0.707577 15.0847 1.6502 0 6.92046 0.18253 8.83097 0 0 12.0657 1.82534 0.625539 0.102547 3.07642
105 7000.00 1229.90 99.245345 48.9057 0.705142 15.0328 1.47645 0 7.08959 0.182567 8.97159 0 0 12.0257 1.81906 0.623386 0.102194 3.06583
95 10000.00 1269.41 97.029435 48.6957 0.717268 15.2798 1.33253 0 7.29114 0.188151 8.78471 0 0 11.975 1.85769 0.637623 0.104528 3.13585
71 1000.00 1196.00 99.691246 48.9729 0.701988 14.9656 1.85349 0 6.80216 0.183063 9.26252 0 0 11.9743 1.81093 0.620598 0.101737 2.75066
106 7000.00 1227.90 99.062690 48.9217 0.706442 15.0605 1.47658 0 7.08155 0.182559 8.90253 0 0 12.0473 1.82242 0.624536 0.102383 3.07149
104 4000.00 1202.77 98.724782 48.9438 0.70886 15.1121 1.65067 0 6.91268 0.182521 8.76251 0 0 12.0868 1.82865 0.626673 0.102733 3.082
96 10000.00 1267.42 96.027132 48.6561 0.722787 15.399 1.33371 0 7.31481 0.190115 8.67561 0 0 11.9139 1.87545 0.644278 0.105619 3.16858
72 1000.00 1199.00 99.722436 48.9712 0.701768 14.9609 1.85177 0 6.80495 0.18307 9.27555 0 0 11.9707 1.81036 0.620404 0.101706 2.74757
105 4000.00 1200.77 98.547167 48.9595 0.710138 15.1393 1.65113 0 6.90481 0.18251 8.69442 0 0 12.1079 1.83195 0.627803 0.102918 3.08755
73 1000.00 1198.00 99.723317 48.9708 0.701762 14.9608 1.85235 0 6.80436 0.183068 9.27546 0 0 11.9706 1.81034 0.620398 0.101705 2.74837
97 10000.00 1265.42 95.044207 48.6171 0.728242 15.5178 1.33482 0 7.33829 0.192081 8.56741 0 0 11.8521 1.8932 0.650941 0.106712 3.20135
74 1000.00 1197.00 99.724201 48.9704 0.701756 14.9606 1.85293 0 6.80376 0.183067 9.27538 0 0 11.9705 1.81033 0.620393 0.101704 2.749173
106 4000.00 1198.76 98.370871 48.9752 0.71141 15.1664 1.65159 0 6.89684 0.182497 8.62671 0 0 12.129 1.83523 0.628928 0.103103 3.0930915
75 1000.00 1196.00 99.725085 48.9699 0.70175 14.9605 1.85351 0 6.80316 0.183065 9.2753 0 0 11.9704 1.81031 0.620387 0.101703 2.74997
108 7000.00 1223.90 96.450158 48.8285 0.71976 15.3677 1.48034 0 7.14838 0.187504 8.63932 0 0 11.859 1.86824 0.641452 0.105156 3.15468
107 4000.00 1196.76 98.195881 48.9909 0.712678 15.1935 1.65202 0 6.88878 0.182483 8.55937 0 0 12.1499 1.8385 0.630049 0.103287 3.0986
99 10000.00 1261.43 93.134978 48.5408 0.738951 15.7539 1.33686 0 7.38461 0.196019 8.35363 0 0 11.7264 1.92869 0.664285 0.108899 3.26698
76 1000.00 1195.00 99.599202 48.9808 0.702637 14.9794 1.854 0 6.79877 0.183056 9.22733 0 0 11.985 1.8126 0.621171 0.101831 2.75337
109 7000.00 1221.90 95.464717 48.7929 0.724853 15.4871 1.48181 0 7.17381 0.18944 8.5373 0 0 11.7851 1.88615 0.648074 0.106242 3.18725
108 4000.00 1194.75 98.022186 49.0065 0.713941 15.2204 1.65245 0 6.88063 0.182467 8.4924 0 0 12.1707 1.84176 0.631165 0.10347 3.10409
77 1000.00 1196.00 99.691246 48.9729 0.701988 14.9656 1.85349 0 6.80216 0.183063 9.26252 0 0 11.9743 1.81093 0.620598 0.101737 2.7506682
110 7000.00 1219.90 94.498986 48.7579 0.72987 15.606 1.48321 0 7.19885 0.191376 8.43587 0 0 11.7111 1.90406 0.654697 0.107327 3.21982
109 4000.00 1192.75 97.849773 49.0221 0.715199 15.2472 1.65287 0 6.87239 0.182449 8.4258 0 0 12.1915 1.84501 0.632277 0.103652 3.10956
101 10000.00 1257.43 91.298673 48.467 0.749382 15.988 1.33865 0 7.42997 0.199961 8.14324 0 0 11.5983 1.96414 0.677646 0.11109 3.33269
78 1000.00 1197.00 99.724201 48.9704 0.701756 14.9606 1.85293 0 6.80376 0.183067 9.27538 0 0 11.9705 1.81033 0.620393 0.101704 2.74917
110 4000.00 1190.74 97.678630 49.0376 0.716452 15.2739 1.65327 0 6.86405 0.18243 8.35956 0 0 12.2122 1.84824 0.633385 0.103834 3.11501
79 1000.00 1196.90 99.724289 48.9703 0.701755 14.9606 1.85299 0 6.8037 0.183067 9.27537 0 0 11.9705 1.81033 0.620392 0.101704 2.74925
